q_num,q_id,subject,correct_answer,is_comprehension,paper_id,date,year,month,day,shift,question_img_path,option1_path,option2_path,option3_path,option4_path
32,69817726805,Telugu,2,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q032_69817726805/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q032_69817726805/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q032_69817726805/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q032_69817726805/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q032_69817726805/option4.png
33,69817726806,Telugu,3,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q033_69817726806/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q033_69817726806/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q033_69817726806/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q033_69817726806/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q033_69817726806/option4.png
34,69817726807,Telugu,2,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q034_69817726807/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q034_69817726807/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q034_69817726807/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q034_69817726807/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q034_69817726807/option4.png
35,69817726809,Telugu,3,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q035_69817726809/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q035_69817726809/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q035_69817726809/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q035_69817726809/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q035_69817726809/option4.png
36,69817726810,Telugu,4,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q036_69817726810/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q036_69817726810/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q036_69817726810/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q036_69817726810/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q036_69817726810/option4.png
37,69817726811,Telugu,1,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q037_69817726811/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q037_69817726811/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q037_69817726811/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q037_69817726811/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q037_69817726811/option4.png
38,69817726812,Telugu,1,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q038_69817726812/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q038_69817726812/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q038_69817726812/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q038_69817726812/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q038_69817726812/option4.png
39,69817726813,Telugu,2,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q039_69817726813/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q039_69817726813/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q039_69817726813/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q039_69817726813/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q039_69817726813/option4.png
40,69817726814,Telugu,4,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q040_69817726814/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q040_69817726814/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q040_69817726814/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q040_69817726814/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q040_69817726814/option4.png
41,69817726815,Telugu,4,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q041_69817726815/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q041_69817726815/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q041_69817726815/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q041_69817726815/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q041_69817726815/option4.png
42,69817726816,Telugu,1,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q042_69817726816/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q042_69817726816/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q042_69817726816/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q042_69817726816/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q042_69817726816/option4.png
43,69817726817,Telugu,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q043_69817726817/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q043_69817726817/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q043_69817726817/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q043_69817726817/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q043_69817726817/option4.png
44,69817726818,Telugu,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q044_69817726818/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q044_69817726818/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q044_69817726818/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q044_69817726818/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q044_69817726818/option4.png
45,69817726819,Telugu,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q045_69817726819/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q045_69817726819/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q045_69817726819/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q045_69817726819/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q045_69817726819/option4.png
46,69817726820,Telugu,2,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q046_69817726820/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q046_69817726820/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q046_69817726820/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q046_69817726820/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q046_69817726820/option4.png
47,69817726821,Telugu,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q047_69817726821/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q047_69817726821/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q047_69817726821/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q047_69817726821/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q047_69817726821/option4.png
48,69817726822,Telugu,4,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q048_69817726822/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q048_69817726822/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q048_69817726822/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q048_69817726822/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q048_69817726822/option4.png
49,69817726823,Telugu,2,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q049_69817726823/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q049_69817726823/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q049_69817726823/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q049_69817726823/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q049_69817726823/option4.png
50,69817726824,Telugu,4,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q050_69817726824/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q050_69817726824/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q050_69817726824/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q050_69817726824/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q050_69817726824/option4.png
51,69817726825,Telugu,2,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q051_69817726825/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q051_69817726825/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q051_69817726825/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q051_69817726825/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q051_69817726825/option4.png
52,69817726826,Telugu,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q052_69817726826/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q052_69817726826/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q052_69817726826/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q052_69817726826/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q052_69817726826/option4.png
53,69817726827,Telugu,1,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q053_69817726827/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q053_69817726827/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q053_69817726827/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q053_69817726827/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q053_69817726827/option4.png
54,69817726828,Telugu,4,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q054_69817726828/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q054_69817726828/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q054_69817726828/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q054_69817726828/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q054_69817726828/option4.png
55,69817726829,Telugu,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q055_69817726829/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q055_69817726829/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q055_69817726829/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q055_69817726829/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q055_69817726829/option4.png
56,69817726830,Telugu,2,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q056_69817726830/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q056_69817726830/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q056_69817726830/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q056_69817726830/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q056_69817726830/option4.png
57,69817726831,Telugu,1,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q057_69817726831/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q057_69817726831/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q057_69817726831/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q057_69817726831/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q057_69817726831/option4.png
58,69817726832,Telugu,4,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q058_69817726832/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q058_69817726832/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q058_69817726832/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q058_69817726832/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q058_69817726832/option4.png
59,69817726833,Telugu,2,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q059_69817726833/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q059_69817726833/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q059_69817726833/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q059_69817726833/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q059_69817726833/option4.png
60,69817726834,Telugu,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q060_69817726834/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q060_69817726834/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q060_69817726834/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q060_69817726834/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/Telugu/2025-Jan-05-Shift2_Q060_69817726834/option4.png
61,69817726836,English,2,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q061_69817726836/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q061_69817726836/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q061_69817726836/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q061_69817726836/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q061_69817726836/option4.png
62,69817726837,English,4,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q062_69817726837/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q062_69817726837/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q062_69817726837/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q062_69817726837/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q062_69817726837/option4.png
63,69817726838,English,3,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q063_69817726838/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q063_69817726838/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q063_69817726838/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q063_69817726838/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q063_69817726838/option4.png
64,69817726839,English,1,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q064_69817726839/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q064_69817726839/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q064_69817726839/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q064_69817726839/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q064_69817726839/option4.png
65,69817726840,English,3,True,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q065_69817726840/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q065_69817726840/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q065_69817726840/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q065_69817726840/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q065_69817726840/option4.png
66,69817726841,English,3,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q066_69817726841/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q066_69817726841/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q066_69817726841/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q066_69817726841/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q066_69817726841/option4.png
67,69817726842,English,2,False,2025-Jan-05-Shift2,05 Jan 2025,2025,Jan,05,2,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q067_69817726842/question.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q067_69817726842/option1.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q067_69817726842/option2.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q067_69817726842/option3.png,/mnt/c/Users/ymano/Universe/coworker/TET Preparation/question_bank/English/2025-Jan-05-Shift2_Q067_69817726842/option4.png
